Region,Category,Feature,Label,Area_cnt,Area_ratio
Ultimo,Unpaid work and care,Unpaid work and care,Did unpaid domestic work (week before Census Night),"3,579",51.6
Ultimo,Unpaid work and care,Unpaid work and care,Provided unpaid care for child/children (during two weeks before Census Night),651,9.4
Ultimo,Unpaid work and care,Unpaid work and care,"Provided unpaid assistance to a person with a disability, health condition or due to old age (during two weeks before Census Night)",307,4.4
Ultimo,Unpaid work and care,Unpaid work and care,Did voluntary work through an organisation or group (last 12 months),766,11.1
Ultimo,Unpaid work and care,"Unpaid domestic work, number of hours",Less than 5 hours,"1,338",19.3
Ultimo,Unpaid work and care,"Unpaid domestic work, number of hours",5 to 14 hours,"1,590",22.9
Ultimo,Unpaid work and care,"Unpaid domestic work, number of hours",15 to 29 hours,425,6.1
Ultimo,Unpaid work and care,"Unpaid domestic work, number of hours",30 hours or more,226,3.3
Ultimo,Health,Type of long-term health condition,Arthritis,155,2.1
Ultimo,Health,Type of long-term health condition,Asthma,344,4.6
Ultimo,Health,Type of long-term health condition,Cancer (including remission),71,1.0
Ultimo,Health,Type of long-term health condition,Dementia (including Alzheimer's),13,0.2
Ultimo,Health,Type of long-term health condition,Diabetes (excluding gestational diabetes),116,1.6
Ultimo,Health,Type of long-term health condition,Heart disease (including heart attack or angina),75,1.0
Ultimo,Health,Type of long-term health condition,Kidney disease,28,0.4
Ultimo,Health,Type of long-term health condition,Lung condition (including COPD or emphysema),30,0.4
Ultimo,Health,Type of long-term health condition,Mental health condition (including depression or anxiety),419,5.7
Ultimo,Health,Type of long-term health condition,Stroke,12,0.2
Ultimo,Health,Type of long-term health condition,Any other long-term health condition(s),405,5.5
Ultimo,Health,Type of long-term health condition,No long-term health condition(s),"5,532",74.7
Ultimo,Health,Type of long-term health condition,Not stated,630,8.5
Ultimo,Health,Count of selected long-term health conditions,None of the selected conditions,"5,800",78.3
Ultimo,Health,Count of selected long-term health conditions,One condition,764,10.3
Ultimo,Health,Count of selected long-term health conditions,Two conditions,177,2.4
Ultimo,Health,Count of selected long-term health conditions,Three or more conditions,42,0.6
Ultimo,Health,Count of selected long-term health conditions,Not stated,630,8.5
Ultimo,Australian Defence Force service,Australian Defence Force Service,Currently serving,34,0.5
Ultimo,Australian Defence Force service,Australian Defence Force Service,Previously served (and not currently serving),32,0.5
Ultimo,Australian Defence Force service,Australian Defence Force Service,Has never served,"6,327",91.3
Ultimo,Australian Defence Force service,Australian Defence Force Service,Not stated,533,7.7
Ultimo,Families,Family composition,Couple family without children,808,59.9
Ultimo,Families,Family composition,Couple family with children,313,23.2
Ultimo,Families,Family composition,One parent family,149,11.0
Ultimo,Families,Family composition,Other family,81,6.0
Ultimo,Families,Single (or lone) parents,Male,N/A,13.4
Ultimo,Families,Single (or lone) parents,Female,N/A,88.6
Ultimo,Families,Employment status of couple families,"Both employed, worked full-time",276,24.6
Ultimo,Families,Employment status of couple families,"Both employed, worked part-time",78,6.9
Ultimo,Families,Employment status of couple families,"One employed full-time, one part-time",162,14.4
Ultimo,Families,Employment status of couple families,"One employed full-time, other not working",162,14.4
Ultimo,Families,Employment status of couple families,"One employed part-time, other not working",98,8.7
Ultimo,Families,Employment status of couple families,Both not working,170,15.1
Ultimo,Families,Employment status of couple families,Other,143,12.7
Ultimo,Families,Employment status of couple families,Labour force status not stated,34,3.0
Ultimo,Dwellings,Dwelling count,Occupied private dwellings,"2,926",82.7
Ultimo,Dwellings,Dwelling count,Unoccupied private dwellings,606,17.1
Ultimo,Dwellings,Dwelling structure,Separate house,5,0.2
Ultimo,Dwellings,Dwelling structure,"Semi-detached, row or terrace house, townhouse etc",341,11.7
Ultimo,Dwellings,Dwelling structure,Flat or apartment,"2,556",87.4
Ultimo,Dwellings,Dwelling structure,Other dwelling,11,0.4
Ultimo,Dwellings,Number of bedrooms,None (includes studio apartments or bedsitters),112,3.8
Ultimo,Dwellings,Number of bedrooms,1 bedroom,946,32.2
Ultimo,Dwellings,Number of bedrooms,2 bedrooms,"1,172",39.9
Ultimo,Dwellings,Number of bedrooms,3 bedrooms,402,13.7
Ultimo,Dwellings,Number of bedrooms,4 or more bedrooms,134,4.6
Ultimo,Dwellings,Number of bedrooms,Number of bedrooms not stated,173,5.9
Ultimo,Dwellings,Number of bedrooms,null,null,null
Ultimo,Dwellings,Number of bedrooms,Average number of bedrooms per dwelling,1.9,N/A
Ultimo,Dwellings,Number of bedrooms,Average number of people per household,2.1,N/A
Ultimo,Dwellings,Number of registered motor vehicles,None,"1,315",45.0
Ultimo,Dwellings,Number of registered motor vehicles,1 motor vehicle,"1,167",39.9
Ultimo,Dwellings,Number of registered motor vehicles,2 motor vehicles,218,7.5
Ultimo,Dwellings,Number of registered motor vehicles,3 or more vehicles,27,0.9
Ultimo,Dwellings,Number of registered motor vehicles,Number of motor vehicles not stated,197,6.7
Ultimo,Housing,Household composition,Family households,"1,329",45.4
Ultimo,Housing,Household composition,Single (or lone) person households,"1,071",36.6
Ultimo,Housing,Household composition,Group households,528,18.0
Ultimo,Housing,Tenure type,Owned outright,364,12.4
Ultimo,Housing,Tenure type,Owned with a mortgage (a),358,12.2
Ultimo,Housing,Tenure type,Rented (b),"1,994",68.1
Ultimo,Housing,Tenure type,Other tenure type (c),38,1.3
Ultimo,Housing,Tenure type,Tenure type not stated,177,6.0
Ultimo,Housing,Household income,Less than $650 total household weekly income (a),N/A,18.1
Ultimo,Housing,Household income,"More than $3,000 total household weekly income (a)",N/A,25.0
Ultimo,Housing,Rent weekly payments,Median rent (a),500,N/A
Ultimo,Housing,Rent weekly payments,null,null,null
Ultimo,Housing,Rent weekly payments,Renter households where rent payments are less than or equal to 30% of household income (b),"1,070",53.7
Ultimo,Housing,Rent weekly payments,Renter households with rent payments greater than 30% of household income (b),760,38.1
Ultimo,Housing,Rent weekly payments,Unable to determine (c),160,8.0
Ultimo,Housing,Mortgage monthly repayments,Median mortgage repayments,"2,500",N/A
Ultimo,Housing,Mortgage monthly repayments,null,null,null
Ultimo,Housing,Mortgage monthly repayments,Owner with mortgage households where mortgage repayments are less than or equal to 30% of household income (a),240,67.0
Ultimo,Housing,Mortgage monthly repayments,Owner with mortgage households with mortgage repayments greater than 30% of household income (a),93,26.0
Ultimo,Housing,Mortgage monthly repayments,Unable to determine (b),31,8.7
Ultimo,Aboriginal and/or Torres Strait Islander peoples,People characteristics,Male,36,48.6
Ultimo,Aboriginal and/or Torres Strait Islander peoples,People characteristics,Female,38,51.4
Ultimo,Aboriginal and/or Torres Strait Islander peoples,People characteristics,null,null,null
Ultimo,Aboriginal and/or Torres Strait Islander peoples,People characteristics,Median age,24,N/A
Ultimo,Aboriginal and/or Torres Strait Islander peoples,Dwelling characteristics,Average number of people per household,2.1,N/A
Ultimo,Aboriginal and/or Torres Strait Islander peoples,Dwelling characteristics,Average number of people per bedroom,1.1,N/A
Ultimo,Aboriginal and/or Torres Strait Islander peoples,Dwelling characteristics,Median weekly household income (a),"1,228",N/A
Ultimo,Aboriginal and/or Torres Strait Islander peoples,Mortgage and rent,Median weekly rent (a),450,N/A
Ultimo,Aboriginal and/or Torres Strait Islander peoples,Mortgage and rent,Median monthly mortgage repayments,"2,943",N/A
Waterloo,People and population,People,Male,"8,846",54.0
Waterloo,People and population,People,Female,"7,534",46.0
Waterloo,People and population,Indigenous status,Aboriginal and/or Torres Strait Islander,453,2.8
Waterloo,People and population,Indigenous status,Non-Indigenous,"14,595",89.1
Waterloo,People and population,Indigenous status,Indigenous status not stated,"1,328",8.1
Waterloo,People and population,Age,Median age,33,N/A
Waterloo,People and population,Age,0-4 years,686,4.2
Waterloo,People and population,Age,5-9 years,326,2.0
Waterloo,People and population,Age,10-14 years,264,1.6
Waterloo,People and population,Age,15-19 years,300,1.8
Waterloo,People and population,Age,20-24 years,"1,575",9.6
Waterloo,People and population,Age,25-29 years,"2,873",17.5
Waterloo,People and population,Age,30-34 years,"2,958",18.1
Waterloo,People and population,Age,35-39 years,"1,884",11.5
Waterloo,People and population,Age,40-44 years,"1,143",7.0
Waterloo,People and population,Age,45-49 years,721,4.4
Waterloo,People and population,Age,50-54 years,722,4.4
Waterloo,People and population,Age,55-59 years,636,3.9
Waterloo,People and population,Age,60-64 years,593,3.6
Waterloo,People and population,Age,65-69 years,501,3.1
Waterloo,People and population,Age,70-74 years,453,2.8
Waterloo,People and population,Age,75-79 years,289,1.8
Waterloo,People and population,Age,80-84 years,243,1.5
Waterloo,People and population,Age,85 years and over,212,1.3
Waterloo,People and population,Registered marital status,Married,"3,386",22.4
Waterloo,People and population,Registered marital status,Separated,359,2.4
Waterloo,People and population,Registered marital status,Divorced,"1,230",8.1
Waterloo,People and population,Registered marital status,Widowed,397,2.6
Waterloo,People and population,Registered marital status,Never married,"9,733",64.4
Waterloo,People and population,Social marital status,Registered marriage (a),"2,894",21.5
Waterloo,People and population,Social marital status,De facto marriage (b),"3,491",25.9
Waterloo,People and population,Social marital status,Not married,"7,089",52.6
Waterloo,Education,Type of educational institution attending,Preschool,166,3.5
Waterloo,Education,Type of educational institution attending,Primary,null,null
Waterloo,Education,Type of educational institution attending,Primary - Government,275,5.7
Waterloo,Education,Type of educational institution attending,Primary - Catholic,71,1.5
Waterloo,Education,Type of educational institution attending,Primary - other non-Government,31,0.6
Waterloo,Education,Type of educational institution attending,Primary total (a),374,7.8
Waterloo,Education,Type of educational institution attending,Secondary,null,null
Waterloo,Education,Type of educational institution attending,Secondary - Government,153,3.2
Waterloo,Education,Type of educational institution attending,Secondary - Catholic,51,1.1
Waterloo,Education,Type of educational institution attending,Secondary - other non-Government,29,0.6
Waterloo,Education,Type of educational institution attending,Secondary total (b),232,4.8
Waterloo,Education,Type of educational institution attending,Tertiary,null,null
Waterloo,Education,Type of educational institution attending,Tertiary - Vocational education (including TAFE and private training providers),591,12.3
Waterloo,Education,Type of educational institution attending,Tertiary - University or other higher education,"1,619",33.8
Waterloo,Education,Type of educational institution attending,Tertiary total (c),"2,214",46.2
Waterloo,Education,Type of educational institution attending,Other,350,7.3
Waterloo,Education,Type of educational institution attending,Not stated,"1,442",30.1
Waterloo,Education,Level of highest educational attainment,Bachelor Degree level and above,"7,178",47.5
Waterloo,Education,Level of highest educational attainment,Advanced Diploma and Diploma level,"1,350",8.9
Waterloo,Education,Level of highest educational attainment,Certificate level IV,314,2.1
